ID,FX,FY,FZ
1,-400000,0,0
2,-400000,0,0
3,-400000,0,0
4,-400000,0,0
5,-400000,0,0
6,-400000,0,0
7,-400000,0,0
8,-400000,0,0
9,-400000,0,0
10,-400000,0,0
11,-400000,0,0
12,-400000,0,0
13,-400000,0,0
14,-400000,0,0
15,-400000,0,0
16,-400000,0,0
17,-400000,0,0
18,-400000,0,0
19,-400000,0,0
20,-400000,0,0
21,-400000,0,0
22,-400000,0,0
23,-400000,0,0
24,-400000,0,0
25,-400000,0,0
26,-400000,0,0
27,-400000,0,0
28,-400000,0,0
29,-400000,0,0
30,-400000,0,0
31,-400000,0,0
32,-400000,0,0
33,-400000,0,0
34,-400000,0,0
35,-400000,0,0
36,-400000,0,0
37,-400000,0,0
38,-400000,0,0
39,-400000,0,0
40,-400000,0,0
41,-400000,0,0
42,-400000,0,0
43,-400000,0,0
44,-400000,0,0
45,-400000,0,0
46,-400000,0,0
47,-400000,0,0
48,-400000,0,0
49,-400000,0,0
50,-400000,0,0
51,-400000,0,0
52,-400000,0,0
53,-400000,0,0
54,-400000,0,0
55,-400000,0,0
56,-400000,0,0
57,-400000,0,0
58,-400000,0,0
59,-400000,0,0
60,-400000,0,0
61,-400000,0,0
62,-400000,0,0
